,dominant_topic,original_text,topic_perc_contrib,tokens,num_tokens,unique_tokens,num_unique_tokens,keywords,correct
2342,Series Authenticity,"Great addition to the Total War series, Always loved the Three kingdoms period.",0.832599998,"['addition_total_war', 'series', 'three_kingdoms_period']",3,"['three_kingdoms_period', 'series', 'addition_total_war']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2721,Game Stability,"This is my first steam comments.

This is my first total war game. 4 days, 60 hours on record, a 24 hours none stop one sitting. This is one of the best game I've played in a while! CA worked hard for this game to be good! great job!",0.640100002,"['steam', 'comment', 'day', 'hour', 'record', 'hour', 'one_best', 'job']",8,"['job', 'record', 'one_best', 'day', 'hour', 'steam', 'comment']",7,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",0
243,Series Authenticity,Probably the best Total war game to date,0.77759999,"['probably_best', 'date']",2,"['probably_best', 'date']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2300,Series Authenticity,"Where is  the ""create Character"" button? All this game needs now is a free play mode like ROTK of yore.",0.486799985,"['character', 'button', 'play', 'mode', 'rotk', 'yore']",6,"['yore', 'character', 'rotk', 'play', 'button', 'mode']",6,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",0
1725,Tactical Gameplay,"It's very good. I wish some of the special units and buildings for certain factions weren't complete ass or useless compared to units you can research. 
P.S. You can get another faction if you beat the game.",0.90200001,"['special_units', 'building', 'faction', 'ass', 'unit', 'research', 'ps', 'faction']",8,"['ps', 'special_units', 'unit', 'research', 'faction', 'ass', 'building']",7,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
476,Series Authenticity,"Excellent art style, thrilling gameplay and dynamic storyline/setting. Absolutely loving playing each Legendary figure and trying different strategies each time.",0.865800023,"['art_style', 'gameplay', 'figure', 'strategy']",4,"['strategy', 'figure', 'art_style', 'gameplay']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
3465,Series Authenticity,"Finally, a TOTAL WAR that can be named besides ROME and SHOGUN.
Thanks!",0.832000017,"['rome', 'shogun', 'thank']",3,"['rome', 'thank', 'shogun']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
7,Series Authenticity,"Absolutely brilliant and beautiful game. A worthy Total War successor title that takes everything good about Warhammer 2 and Thrones of Britannia saga, mixes it up and adds stellar diplomacy options. The heroic duels are amazing, music, sfx & ambiance is great, the espionage system is really well designed and the graphics are optimized rather well for even low end systems like mine. All-in-all this game has been an immense triumph for Creative Assembly with a an amazingly smooth launch for a Total War game. 
Total War Three Kingdoms is now my favorite Total War title after the Warhammers, toppling the venerated Shogun 2 games. 9.25/10",0.964699984,"['successor', 'title', 'thrones_britannia', 'saga', 'mix', 'diplomacy_options', 'duel', 'music', 'ambiance', 'espionage', 'graphic', 'end', 'triumph', 'creative_assembly', 'launch', 'three_kingdoms', 'favorite_total_war', 'title', 'warhammer', 'shogun']",20,"['espionage', 'duel', 'favorite_total_war', 'triumph', 'thrones_britannia', 'launch', 'diplomacy_options', 'three_kingdoms', 'music', 'successor', 'mix', 'saga', 'graphic', 'ambiance', 'creative_assembly', 'end', 'warhammer', 'title', 'shogun']",19,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2337,Series Authenticity,"As a Chinese player who grew up with the Three Kingdoms stories, this game feels totally legit. The people, the items, the stories, the voice over, the system all feel great. I started with the English version (as I didn't know they have the Chinese version). After a few hours, feeling tired of mentally translating all the names and places back into Chinese, I found out they have it in Chinese. Didn't expect much as they are usually awkward... but wow, it was surprisingly well done. Is there still awkwardness? Slightly, but I would give the translation 9/10 because they used lots of ancient texts that makes you feel immersed into that time period.

Overall I would give a 9.5/10 to this game. Great graphic, great gameplay, great system. The 0.5 is the slight crashes (like 3 times in 170 hrs) and too hard (low probability) to some of the important storylines, like Zhao Yun joining Liu Bei.",0.430500001,"['player', 'three_kingdoms', 'story', 'people', 'item', 'story', 'version', 'version', 'hour', 'translation', 'text', 'makes_feel', 'time_period', 'gameplay', 'crash', 'probability', 'storyline', 'zhao_yun', 'liu_bei']",19,"['storyline', 'liu_bei', 'probability', 'text', 'player', 'crash', 'people', 'translation', 'time_period', 'zhao_yun', 'story', 'three_kingdoms', 'version', 'hour', 'gameplay', 'item', 'makes_feel']",17,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2294,Tactical Gameplay,"TLDR: If you're a veteran of the TW games, if you like RTWP battles, and/or if you like empire building 4X games, buy it.  It's not perfect, but it's a lot of fun. 

Wordier version: If you've played any of the Total War games this should feel pretty familiar to you. At the same time, there are some significant changes that mark it as a different beast than both the standard 'historical' TW games and the Warhammer games. Some of the changes are great, some... not so great. It's still tasty, though.  Even if you haven't played TW games this is worth a buy since it's a hugely fun beasty that's pretty easy to learn. I'll break down the specifics below. 

Pros: 
[list]
    [*]The game is gorgeous and the art style really hits its mark. 
    [*] It runs very smoothly. Even when there were a bunch of factions running around the map, it didn't take anywhere near as long for the computer to go through turns as it did in the Warhammer games. I also has low load times for its quick-save and quick-load system. 
    [*]Unit statistics are now much more granular; units don't just have an 'attack' and a 'defense' value, they have different defensive abilities vs missle and meele attacks, and so on. They most likely existed on previous games but were hidden, but TWTK makes them explicit. 
[*] While there are pretty generic troop roles and there aren't really faction specific units, there is enough variation in the types of spearmen you can field, for example, that only very basic army configurations seem 'samey'. The end game units feel properly epic.  
[*] The addition of duels to the Romance mode is excellent! I thought it was gimicky when I first read about it, but it works really well in the game  (although not all enemy generals will agree to a duel) 
[*] Having different classes of generals actually works really well and makes you consider what type of composition you'd like. You can have a set of dueling / brawling monsters, but without a support general, you won't be able to initiate night battles, which are absolutely essential in many situations. 
[*] Paper-doll style inventory; you can change a general's weapon, armor, mount, follower, and item. It's a nifty system that I found myself liking a lot. 
[/list]

Meh: 
[list]
[*] Armies no longer have one leader, they're broken up into a maximum of three mini-armies that fit together into one larger army, each mini-army (called a retinue) is led by one general. In practice that means that you will have some generals with abilities that affect the whole army, and some that just affect their individual retinue. It can be annoying to have a bunch of melee units, half of whom are pretty fast because one general has an ability that boosts his retinue's speed, and another half that are noticably slower. Keeping your entire army in formation and/or timing charges properly is much more difficult as a result. 
[*] Management - while the game technically has provinces, you can only really do anything with them if you assign a general to them as an administrator. And you can only have a small number of admins. And admins cost additional upkeep. 
[*] It takes new units an amount of time to muster. So even after you've spent the cash to buy a new set of troops, you'll need to wait several turns while the new units fill up, pretty much using the same mechanics as if you were replenishing damaged units. It's... odd. 
[*] You need to complete research in order to build most buildings above a very basic tier, and you need to have built buildings up to a basic tier in order to do further research down their branch. It's a very odd way of doing things and it's a bit annoying to be locked out of certain buildings until you research the right prerequisites. 
[*] There isn't enough information to differentiate how some units' functions are different. For instance, there's a missile unit in the game whose function is listed as ""bombardment"" and one that's listed as ""suppression"".  Some melee units have the tag of ""assault"" and others ""front line"". What are ""bombardment"" and ""suppression"", how does an ""assault"" unit differ from a ""front line"" unit? Fuck if I know, and there doesn't seem to be any tooltips for those sorts of role descriptors. I suppose you could try looking it up in the glossary, but that gets real annoying real fast. 
[*] Your generals are evidently pretty darn picky about everybody else in the game, and will have some pretty strong personal feelings about everybody else they could possibly be paired up with in an army. There are times when you absolutely need to reinforce an army with a particular general and their retinue, but then all the generals in the army will get all pissed off at each other. Hell, this even happens in your faction's court - the wife of my faction's leader ended up hating her own son.
[/list]

Cons:
[list]. 
    [*]Diplomacy. Holy shit, diplomacy. there are a million and one factions crammed into a pretty small space and they all have pretty strong opinions on pretty much everything you might do with one of the other factions. Plus, evidently everybody and their sister has decided that getting/becoming vassals is the way to do things. And then there's the Trustworthyness system. Some of it is old hat for TW players, like if you have a non-aggression pact with a nation and then immediately break it and declare war, you'll be viewed as less than trustworthy by the other factions. But remember that I mentioned vassals are now much more important? Well... sooner or later your vassal(s) will be attacked and you'll have the option of defending them and losing trustworthyness or abandoning them... and losing trustworthyness and a vassal to boot. Defending your vassals against wars of aggression should *not* lose you the respect of other factions.  
    [*]Trade; The way the economics of the game stack up, you will absolutely need to set up trade pacts and/or vassals to have any hope of fielding a proper number of armies.   But unlike previous TW games, you have a very limited number of trade pacts that you can make and saving slots often doesn't make sense since the other factions have a very limited number of slots too, and they tend to fill up very quickly. 
[*] Egos - characters are generally not at all happy just leading an army. Oh no, they want increased honors, titles, offices in the realm, and for you to take them out on date-nights more often (okay, that last bit isn't true). But they will throw a fit and storm off, leaving your faction, if you don't stroke their egos. Some character traits make this worse, and some will dull their ambition, but most of them have some sort of desire for bigger and better.  Well, those titles and offices cost money. Lots of money. 
[*] Agents... there aren't any. Assassins, spies, diplomats, etc, are all gone. Now you only have a limited number of slots for spies, and they have to be your generals that you then lose the ability to use since they become embedded with the enemy in their court or their armies. I also couldn't figure out any way to recall them, so once you've made a general into a spy,  it looks like they're gone forever. You can duplicate some of the functions that spies served in the previous TW games, but you need to build up two different types of 'spy points' (whatever they call 'em) in order to complete most actions, and it takes multiple turns to build up those points. Each different class of general also only has the option to use certain types of spy actions. While assassination may be possible (I'm honestly not sure), I didn't see it in my options lists. There's also the fact that your spies have a disturbingly common tendency to defect to the factions that you've embedded them in. In those situations, the game will tell you that your spy is in imminent danger of being converted by the faction its embedded with and warn you that you need to secure their loyalty, but then there's pretty much no mechanic to actually do that. 
[/list]",0.743700027,"['veteran', 'tw_games', 'rtwp', 'battle', 'empire', 'fun', 'version', 'total_war_games', 'change', 'beast', 'tw_games', 'change', 'tasty', 'tw_games', 'worth_buy', 'easy_learn', 'break', 'specific', 'pro', 'art_style', 'hit', 'runs_smoothly', 'bunch', 'faction', 'map', 'turn', 'load_times', 'quickload', 'unit', 'unit', 'attack', 'defense', 'value', 'ability', 'missle', 'meele', 'attack', 'previous_games', 'twtk', 'troop', 'faction', 'unit', 'variation', 'type', 'spearman', 'example', 'army', 'configuration', 'end', 'unit', 'addition', 'duel', 'romance_mode', 'read', 'enemy', 'general', 'duel', 'class', 'general', 'actually_works', 'type', 'composition', 'dueling', 'monster', 'initiate', 'night', 'battle', 'situation', 'paperdoll', 'style', 'inventory', 'change', 'general', 'weapon', 'armor', 'item', 'liking', 'meh', 'army', 'leader', 'miniarmie', 'army', 'miniarmy', 'retinue', 'practice', 'general', 'ability', 'army', 'retinue', 'bunch', 'melee', 'unit', 'ability', 'retinue', 'half', 'entire_army', 'formation', 'andor', 'timing', 'charge', 'result', 'management', 'province', 'administrator', 'number', 'admin', 'upkeep', 'unit', 'muster', 'cash', 'set', 'troop', 'unit', 'mechanic', 'unit', 'research', 'order', 'building', 'tier', 'building', 'tier', 'order', 'research', 'branch', 'way', 'building', 'prerequisite', 'information', 'unit', 'function', 'instance', 'missile', 'unit', 'function', 'bombardment', 'suppression', 'melee', 'unit', 'tag', 'assault', 'line', 'bombardment', 'suppression', 'assault', 'unit', 'line', 'unit', 'fuck', 'role', 'descriptor', 'glossary', 'general', 'everybody', 'feeling', 'everybody', 'army', 'reinforce', 'army', 'retinue', 'general', 'army', 'hell', 'faction', 'court', 'wife', 'faction', 'leader', 'son', 'diplomacy', 'shit', 'diplomacy', 'faction', 'space', 'opinion', 'faction', 'everybody', 'sister', 'vassal', 'way', 'trustworthyness', 'hat', 'tw', 'player', 'nonaggression', 'pact', 'nation', 'declare_war', 'faction', 'vassal', 'vassal', 'option', 'trustworthyness', 'trustworthyness', 'vassal', 'boot', 'vassal', 'war', 'aggression', 'respect', 'faction', 'trade', 'way', 'economic', 'stack', 'trade', 'pact', 'vassal', 'number', 'army', 'unlike_previous', 'tw_games', 'number', 'trade', 'pact', 'slot', 'sense', 'faction', 'number', 'slot', 'character', 'leading_army', 'honor', 'title', 'office', 'datenight', 'storm', 'faction', 'stroke', 'character_traits', 'ambition', 'title', 'office', 'money', 'money', 'agent', 'spy', 'diplomat', 'number', 'slot', 'spy', 'general', 'ability', 'use', 'enemy', 'court', 'army', 'way', 'recall', 'spy', 'function', 'spy', 'tw_games', 'different_types', 'spy', 'order', 'action', 'turn', 'point', 'class', 'option', 'type', 'spy', 'action', 'assassination', 'option', 'list', 'spy', 'tendency', 'defect', 'faction', 'situation', 'spy', 'danger', 'faction', 'loyalty']",275,"['night', 'stack', 'missile', 'duel', 'sister', 'use', 'missle', 'muster', 'fun', 'list', 'hat', 'shit', 'function', 'battle', 'example', 'hit', 'bombardment', 'wife', 'inventory', 'nonaggression', 'variation', 'general', 'item', 'veteran', 'different_types', 'value', 'son', 'assault', 'point', 'melee', 'building', 'enemy', 'set', 'slot', 'pact', 'read', 'unit', 'title', 'opinion', 'option', 'dueling', 'order', 'money', 'quickload', 'timing', 'twtk', 'glossary', 'research', 'class', 'composition', 'fuck', 'loyalty', 'upkeep', 'respect', 'tw', 'aggression', 'hell', 'runs_smoothly', 'initiate', 'ability', 'diplomacy', 'honor', 'reinforce', 'space', 'miniarmy', 'tasty', 'unlike_previous', 'recall', 'assassination', 'diplomat', 'retinue', 'end', 'liking', 'province', 'prerequisite', 'vassal', 'leading_army', 'actually_works', 'army', 'feeling', 'map', 'specific', 'rtwp', 'half', 'beast', 'office', 'bunch', 'role', 'danger', 'way', 'declare_war', 'practice', 'entire_army', 'type', 'troop', 'administrator', 'paperdoll', 'pro', 'faction', 'easy_learn', 'meele', 'weapon', 'previous_games', 'total_war_games', 'economic', 'datenight', 'armor', 'information', 'court', 'load_times', 'mechanic', 'style', 'player', 'character_traits', 'trustworthyness', 'agent', 'number', 'branch', 'boot', 'art_style', 'situation', 'empire', 'action', 'formation', 'romance_mode', 'instance', 'tendency', 'tw_games', 'version', 'character', 'tier', 'meh', 'configuration', 'result', 'storm', 'addition', 'defense', 'spy', 'leader', 'change', 'suppression', 'ambition', 'admin', 'charge', 'descriptor', 'defect', 'spearman', 'trade', 'monster', 'break', 'worth_buy', 'cash', 'everybody', 'turn', 'attack', 'andor', 'line', 'war', 'sense', 'tag', 'nation', 'management', 'stroke', 'miniarmie']",164,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
